city,lat,lng,population,Country,continent
Kabul,34.5253,69.1783,4273156.0,Afghanistan,Asia
Kandahar,31.62,65.7158,614254.0,Afghanistan,Asia
Herat,34.3419,62.2031,556205.0,Afghanistan,Asia
Farah,32.3436,62.1194,500000.0,Afghanistan,Asia
Mazar-e Sharif,36.7,67.1167,469247.0,Afghanistan,Asia
Lashkar Gah,31.5831,64.3692,276831.0,Afghanistan,Asia
Kunduz,36.7286,68.8681,268893.0,Afghanistan,Asia
Taluqan,36.7167,69.5167,263800.0,Afghanistan,Asia
Jalalabad,34.4342,70.4478,263312.0,Afghanistan,Asia
Shibirghan,36.665,65.752,175599.0,Afghanistan,Asia
Zaranj,30.96,61.86,160902.0,Afghanistan,Asia
Khost,33.3331,69.9169,160214.0,Afghanistan,Asia
Maimanah,35.9333,64.75,149040.0,Afghanistan,Asia
Mehtar Lam,34.6683,70.2089,144162.0,Afghanistan,Asia
Ghazni,33.5492,68.4233,143379.0,Afghanistan,Asia
Tirana,41.3289,19.8178,418495.0,Albania,Europe
Vlore,40.4667,19.4833,130827.0,Albania,Europe
Kamez,41.3833,19.7667,126777.0,Albania,Europe
Fier,40.725,19.5572,120655.0,Albania,Europe
Durres,41.3111,19.4392,113249.0,Albania,Europe
Shkoder,42.0681,19.5119,112276.0,Albania,Europe
Algiers,36.7539,3.0589,3415811.0,Algeria,Africa
Oran,35.6969,-0.6331,852000.0,Algeria,Africa
Constantine,36.365,6.6147,448374.0,Algeria,Africa
Blida,36.4722,2.8333,331779.0,Algeria,Africa
Batna,35.55,6.1667,290645.0,Algeria,Africa
Setif,36.19,5.41,288461.0,Algeria,Africa
Djelfa,34.6667,3.25,265833.0,Algeria,Africa
Annaba,36.9,7.7667,257359.0,Algeria,Africa
Sidi Bel Abbes,35.2,-0.6333,212935.0,Algeria,Africa
Biskra,34.85,5.7333,204661.0,Algeria,Africa
Tebessa,35.4,8.1167,194461.0,Algeria,Africa
Tiaret,35.3667,1.3167,178915.0,Algeria,Africa
Bejaia,36.7511,5.0642,176139.0,Algeria,Africa
Tlemcen,34.8828,-1.3167,173531.0,Algeria,Africa
Bordj Bou Arreridj,36.0667,4.7667,168346.0,Algeria,Africa
Luanda,-8.8383,13.2344,9051000.0,Angola,Africa
Cacuaco,-8.8053,13.2444,1279488.0,Angola,Africa
Lubango,-14.9167,13.5,776249.0,Angola,Africa
Cabinda,-5.56,12.19,739182.0,Angola,Africa
Huambo,-12.7767,15.7347,665564.0,Angola,Africa
Malanje,-9.5333,16.35,604215.0,Angola,Africa
Benguela,-12.55,13.4167,561775.0,Angola,Africa
Talatona,-8.9167,13.1833,500000.0,Angola,Africa
Belas,-8.9983,13.265,500000.0,Angola,Africa
Lobito,-12.3597,13.5308,393079.0,Angola,Africa
Saurimo,-9.65,20.4,393000.0,Angola,Africa
Cubal,-13.1117,14.3672,357618.0,Angola,Africa
Luena,-11.7918,19.9062,357413.0,Angola,Africa
Cuito,-12.3833,16.9333,355423.0,Angola,Africa
Uige,-7.6167,15.05,322531.0,Angola,Africa
Buenos Aires,-34.5997,-58.3819,16710000.0,Argentina,South America
Cordoba,-31.4167,-64.1833,1565112.0,Argentina,South America
Rosario,-32.9575,-60.6394,1276000.0,Argentina,South America
Santiago del Estero,-27.7833,-64.2667,911506.0,Argentina,South America
Comodoro Rivadavia,-45.8647,-67.4808,730266.0,Argentina,South America
Mar del Plata,-38.0,-57.55,682605.0,Argentina,South America
San Miguel de Tucuman,-26.8167,-65.2167,605767.0,Argentina,South America
Salta,-24.7833,-65.4167,535303.0,Argentina,South America
San Juan,-31.5342,-68.5261,471389.0,Argentina,South America
Lanus,-34.7,-58.4,459263.0,Argentina,South America
Florencio Varela,-34.8167,-58.2833,426005.0,Argentina,South America
Santa Fe,-31.6333,-60.7,405683.0,Argentina,South America
Corrientes,-27.4833,-58.8167,352646.0,Argentina,South America
San Salvador de Jujuy,-24.1833,-65.3,321789.0,Argentina,South America
Bahia Blanca,-38.7167,-62.2667,301572.0,Argentina,South America
Yerevan,40.1814,44.5144,1075800.0,Armenia,Asia
Gyumri,40.7894,43.8475,121976.0,Armenia,Asia
Sydney,-33.8678,151.21,4840600.0,Australia,Oceania
Melbourne,-37.8142,144.9631,4529500.0,Australia,Oceania
Brisbane,-27.4678,153.0281,2360241.0,Australia,Oceania
Perth,-31.9559,115.8606,2141834.0,Australia,Oceania
Adelaide,-34.9275,138.6,1295714.0,Australia,Oceania
Gold Coast,-28.0167,153.4,638090.0,Australia,Oceania
Cranbourne,-38.0996,145.2834,460491.0,Australia,Oceania
Canberra,-35.2931,149.1269,381488.0,Australia,Oceania
Central Coast,-33.3,151.2,346596.0,Australia,Oceania
Wollongong,-34.4331,150.8831,261896.0,Australia,Oceania
Hobart,-42.8806,147.325,222356.0,Australia,Oceania
Geelong,-38.15,144.35,184182.0,Australia,Oceania
Townsville,-19.25,146.8167,178649.0,Australia,Oceania
Ipswich,-27.6167,152.7667,163000.0,Australia,Oceania
Newcastle,-32.9167,151.75,152984.0,Australia,Oceania
Vienna,48.2083,16.3725,1973403.0,Austria,Europe
Graz,47.0708,15.4386,289440.0,Austria,Europe
Linz,48.3058,14.2864,210165.0,Austria,Europe
Salzburg,47.8,13.045,155021.0,Austria,Europe
Innsbruck,47.2683,11.3933,132493.0,Austria,Europe
Klagenfurt,46.6167,14.3,101403.0,Austria,Europe
Baku,40.3667,49.8352,2300500.0,Azerbaijan,Asia
Sumqayit,40.5917,49.6397,341200.0,Azerbaijan,Asia
Ganca,40.6828,46.3606,331400.0,Azerbaijan,Asia
Agcabadi,40.0528,47.4614,136000.0,Azerbaijan,Asia
Mingacevir,40.77,47.0489,106100.0,Azerbaijan,Asia
Xirdalan,40.4486,49.7564,100900.0,Azerbaijan,Asia
Nassau,25.0781,-77.3386,274400.0,Bahamas,North America
Manama,26.225,50.5775,436000.0,Bahrain,Asia
Dhaka,23.7639,90.3889,18627000.0,Bangladesh,Asia
Chattogram,22.335,91.8325,7000000.0,Bangladesh,Asia
Narayanganj,23.62,90.5,1572386.0,Bangladesh,Asia
Khulna,22.8167,89.55,1400689.0,Bangladesh,Asia
Gazipura,23.9889,90.375,1199215.0,Bangladesh,Asia
Rangapukur,25.56,89.25,1031388.0,Bangladesh,Asia
Rajshahi,24.3667,88.6,763580.0,Bangladesh,Asia
Mymensingh,24.7539,90.4031,576722.0,Bangladesh,Asia
Faridpur,23.602,89.833,557632.0,Bangladesh,Asia
Sylhet,24.9,91.8667,479837.0,Bangladesh,Asia
Barura,23.375,91.0583,473590.0,Bangladesh,Asia
Chauddagram,23.2283,91.3133,443648.0,Bangladesh,Asia
Kushtia,23.9101,89.1231,418312.0,Bangladesh,Asia
Bogra,24.85,89.3667,400983.0,Bangladesh,Asia
Tangail,24.2644,89.9181,392300.0,Bangladesh,Asia
Bridgetown,13.0975,-59.6167,110000.0,Barbados,North America
Minsk,53.9,27.5667,2009786.0,Belarus,Europe
Homyel',52.4453,30.9842,510300.0,Belarus,Europe
Vitsyebsk,55.1917,30.2056,366299.0,Belarus,Europe
Hrodna,53.6667,23.8333,357493.0,Belarus,Europe
Mahilyow,53.9167,30.35,357100.0,Belarus,Europe
Brest,52.1347,23.6569,340723.0,Belarus,Europe
Babruysk,53.15,29.2333,212200.0,Belarus,Europe
Baranavichy,53.1333,26.0167,174183.0,Belarus,Europe
Horad Barysaw,54.2279,28.505,155389.0,Belarus,Europe
Pinsk,52.1153,26.1031,125900.0,Belarus,Europe
Orsha,54.5092,30.4258,117225.0,Belarus,Europe
Navapolatsk,55.5333,28.65,108000.0,Belarus,Europe
Salihorsk,52.8,27.5333,106627.0,Belarus,Europe
Mazyr,52.05,29.2667,105439.0,Belarus,Europe
Lida,53.8833,25.3,103479.0,Belarus,Europe
Brussels,50.8467,4.3525,1743000.0,Belgium,Europe
Antwerp,51.2178,4.4003,529247.0,Belgium,Europe
Gent,51.0536,3.7253,265086.0,Belgium,Europe
Charleroi,50.4,4.4333,201816.0,Belgium,Europe
Liege,50.6397,5.5706,196623.0,Belgium,Europe
Anderlecht,50.8333,4.3333,120887.0,Belgium,Europe
Bruges,51.2089,3.2242,118509.0,Belgium,Europe
Namur,50.4667,4.8667,110939.0,Belgium,Europe
Leuven,50.8833,4.7,101032.0,Belgium,Europe
Cotonou,6.3667,2.4333,762000.0,Benin,Africa
Abomey-Calavi,6.4486,2.3556,655965.0,Benin,Africa
Porto-Novo,6.4972,2.605,300000.0,Benin,Africa
Godome,6.3667,2.35,253262.0,Benin,Africa
Banikoara,11.3,2.4333,248621.0,Benin,Africa
Djougou,9.7,1.6667,237040.0,Benin,Africa
Tchaourou,8.8833,2.6,221108.0,Benin,Africa
Parakou,9.35,2.6167,206667.0,Benin,Africa
Kandi,11.1286,2.9369,177683.0,Benin,Africa
Aplahoue,6.9333,1.6833,170069.0,Benin,Africa
Kalale,10.2953,3.3786,168882.0,Benin,Africa
Malanville,11.8667,3.3833,168006.0,Benin,Africa
Ketou,7.3581,2.6075,156497.0,Benin,Africa
Bohicon,7.2,2.0667,149271.0,Benin,Africa
Djakotome,6.9,1.7167,134704.0,Benin,Africa
Thimphu,27.4722,89.6361,104000.0,Bhutan,Asia
Santa Cruz,-17.7892,-63.1975,3151676.0,Bolivia,South America
La Paz,-16.5,-68.15,2867504.0,Bolivia,South America
El Alto,-16.5047,-68.1633,943000.0,Bolivia,South America
Cochabamba,-17.3833,-66.1667,856198.0,Bolivia,South America
Oruro,-17.9667,-67.1167,351802.0,Bolivia,South America
Sucre,-19.0475,-65.26,300000.0,Bolivia,South America
Tarija,-21.5333,-64.7333,268000.0,Bolivia,South America
Potosi,-19.5892,-65.7533,264402.0,Bolivia,South America
Oruro,-17.9799,-67.13,246501.0,Bolivia,South America
Warnes,-17.5167,-63.1667,214216.0,Bolivia,South America
Sacaba,-17.4042,-66.0408,172466.0,Bolivia,South America
Montero,-17.3422,-63.2558,137931.0,Bolivia,South America
Quillacollo,-17.4,-66.2833,137182.0,Bolivia,South America
Trinidad,-14.8292,-64.9014,130657.0,Bolivia,South America
Sarajevo,43.8564,18.4131,419957.0,Bosnia and Herzegovina,Europe
Banja Luka,44.7725,17.1925,199191.0,Bosnia and Herzegovina,Europe
Bijeljina,44.75,19.2167,114663.0,Bosnia and Herzegovina,Europe
Mostar,43.3436,17.8075,113169.0,Bosnia and Herzegovina,Europe
Tuzla,44.5381,18.6761,110979.0,Bosnia and Herzegovina,Europe
Gaborone,-24.6581,25.9122,231626.0,Botswana,Africa
Francistown,-21.1736,27.5125,103417.0,Botswana,Africa
Sao Paulo,-23.55,-46.6333,23086000.0,Brazil,South America
Rio de Janeiro,-22.9111,-43.2056,12592000.0,Brazil,South America
Belo Horizonte,-19.9167,-43.9333,5328000.0,Brazil,South America
Brasilia,-15.7939,-47.8828,3039444.0,Brazil,South America
Salvador,-12.9747,-38.4767,2886698.0,Brazil,South America
Fortaleza,-3.7275,-38.5275,2452185.0,Brazil,South America
Manaus,-3.1,-60.0167,2219580.0,Brazil,South America
Santos,-23.9369,-46.325,1897551.0,Brazil,South America
Curitiba,-25.4297,-49.2711,1879355.0,Brazil,South America
Recife,-8.05,-34.9,1653461.0,Brazil,South America
Belem,-1.4558,-48.5039,1499641.0,Brazil,South America
Porto Alegre,-30.0331,-51.23,1484941.0,Brazil,South America
Goiania,-16.6667,-49.25,1393575.0,Brazil,South America
Guarulhos,-23.4628,-46.5328,1324781.0,Brazil,South America
Campinas,-22.9058,-47.0608,1213792.0,Brazil,South America
Sofia,42.7,23.33,1547779.0,Bulgaria,Europe
Plovdiv,42.15,24.75,383540.0,Bulgaria,Europe
Varna,43.2167,27.9167,348668.0,Bulgaria,Europe
Burgas,42.503,27.4702,210813.0,Bulgaria,Europe
Ruse,43.8231,25.9539,143931.0,Bulgaria,Europe
Stara Zagora,42.4333,25.65,136475.0,Bulgaria,Europe
Pleven,43.4078,24.6203,119596.0,Bulgaria,Europe
Sliven,42.6833,26.3333,115241.0,Bulgaria,Europe
Pazardzhik,42.2,24.3333,103681.0,Bulgaria,Europe
Ouagadougou,12.3686,-1.5275,2453496.0,Burkina Faso,Africa
Bobo-Dioulasso,11.1833,-4.2833,903887.0,Burkina Faso,Africa
Koudougou,12.25,-2.3667,160207.0,Burkina Faso,Africa
Ouahigouya,13.5833,-2.4167,124580.0,Burkina Faso,Africa
Kaya,13.0833,-1.0833,122949.0,Burkina Faso,Africa
Banfora,10.6308,-4.7589,117200.0,Burkina Faso,Africa
Bujumbura,-3.3833,29.3667,1075000.0,Burundi,Africa
Gitega,-3.4283,29.925,135467.0,Burundi,Africa
Phnom Penh,11.5694,104.9211,2129371.0,Cambodia,Asia
Siem Reap,13.3622,103.8597,147866.0,Cambodia,Asia
Battambang,13.1,103.2,130000.0,Cambodia,Asia
Kampong Cham,11.987,105.462,118242.0,Cambodia,Asia
Douala,4.05,9.7,5768400.0,Cameroon,Africa
Yaounde,3.8667,11.5167,2440462.0,Cameroon,Africa
Bamenda,5.9614,10.1517,2000000.0,Cameroon,Africa
Bafoussam,5.4667,10.4167,1146000.0,Cameroon,Africa
Garoua,9.3,13.4,600000.0,Cameroon,Africa
Maroua,10.5971,14.3157,319941.0,Cameroon,Africa
Limbe,4.0167,9.2167,212474.0,Cameroon,Africa
Ngaoundere,7.3167,13.5833,189800.0,Cameroon,Africa
Loum,4.718,9.73,177429.0,Cameroon,Africa
Kumba,4.6333,9.45,144268.0,Cameroon,Africa
Bibemi,9.3167,13.8833,133191.0,Cameroon,Africa
Buea,4.1667,9.2333,131325.0,Cameroon,Africa
Kumbo,6.2,10.66,125486.0,Cameroon,Africa
Edea,3.8,10.1333,122300.0,Cameroon,Africa
Nkongsamba,4.95,9.9333,117063.0,Cameroon,Africa
Toronto,43.7417,-79.3733,5429524.0,Canada,North America
Montreal,45.5089,-73.5617,3519595.0,Canada,North America
Vancouver,49.25,-123.1,2264823.0,Canada,North America
Calgary,51.05,-114.0667,1239220.0,Canada,North America
Edmonton,53.5344,-113.4903,1062643.0,Canada,North America
Ottawa,45.4247,-75.695,989567.0,Canada,North America
Mississauga,43.6,-79.65,721599.0,Canada,North America
Winnipeg,49.8844,-97.1464,705244.0,Canada,North America
Quebec City,46.8139,-71.2081,705103.0,Canada,North America
Hamilton,43.2567,-79.8692,693645.0,Canada,North America
Brampton,43.6833,-79.7667,593638.0,Canada,North America
Surrey,49.19,-122.8489,517887.0,Canada,North America
Kitchener,43.4186,-80.4728,470015.0,Canada,North America
Laval,45.5833,-73.75,422993.0,Canada,North America
Halifax,44.6475,-63.5906,403131.0,Canada,North America
Praia,14.918,-23.509,127832.0,Cape Verde,Africa
Bangui,4.3733,18.5628,889231.0,Central African Republic,Africa
Bimo,4.2558,18.4042,267859.0,Central African Republic,Africa
Mambere,5.5,15.5,233666.0,Central African Republic,Africa
Bimbo,4.3313,18.5163,124176.0,Central African Republic,Africa
N'Djamena,12.11,15.05,1092066.0,Chad,Africa
Moundou,8.5667,16.0833,142462.0,Chad,Africa
Sarh,9.15,18.3833,108061.0,Chad,Africa
Santiago,-33.4372,-70.6506,7171000.0,Chile,South America
Concepcion,-36.8282,-73.0514,719944.0,Chile,South America
Puente Alto,-33.6167,-70.5667,573935.0,Chile,South America
Maipu,-33.5167,-70.7667,521627.0,Chile,South America
La Florida,-33.5333,-70.5833,366916.0,Chile,South America
Antofagasta,-23.65,-70.4,348517.0,Chile,South America
Vina del Mar,-33.0244,-71.5517,332875.0,Chile,South America
San Bernardo,-33.5833,-70.7,301313.0,Chile,South America
Valparaiso,-33.0461,-71.6197,296655.0,Chile,South America
Temuco,-38.7333,-72.6667,282415.0,Chile,South America
Las Condes,-33.4117,-70.55,249893.0,Chile,South America
Rancagua,-34.1667,-70.75,231370.0,Chile,South America
Penalolen,-33.4833,-70.55,216060.0,Chile,South America
Quilicura,-33.3667,-70.7333,210410.0,Chile,South America
Talca,-35.4269,-71.6656,206069.0,Chile,South America
Guangzhou,23.13,113.26,26940000.0,China,Asia
Shanghai,31.1667,121.4667,24073000.0,China,Asia
Beijing,39.904,116.4075,18522000.0,China,Asia
Shenzhen,22.535,114.054,17619000.0,China,Asia
Chengdu,30.66,104.0633,14645000.0,China,Asia
Xi'an,34.2667,108.9,12328000.0,China,Asia
Chongqing,29.55,106.5069,12135000.0,China,Asia
Baoding,38.8671,115.4845,11860000.0,China,Asia
Linyi,35.1041,118.3502,11018365.0,China,Asia
Dongguan,23.0475,113.7493,10646000.0,China,Asia
Tianjin,39.1467,117.2056,10368000.0,China,Asia
Wuhan,30.5872,114.2881,10251000.0,China,Asia
Nanyang,32.9987,112.5292,10013600.0,China,Asia
Hangzhou,30.25,120.1675,9523000.0,China,Asia
Foshan,23.0292,113.1056,9498863.0,China,Asia
Bogota,4.7111,-74.0722,7968095.0,Colombia,South America
Timbio,2.3445,-76.6839,4444444.0,Colombia,South America
Medellin,6.2308,-75.5906,2529403.0,Colombia,South America
Cali,3.4206,-76.5222,2471474.0,Colombia,South America
Barranquilla,10.9833,-74.8019,1326588.0,Colombia,South America
Cartagena,10.4,-75.5,1036412.0,Colombia,South America
Bucaramanga,7.1333,-73.0,870752.0,Colombia,South America
Palermo,2.8917,-75.4375,800000.0,Colombia,South America
Cucuta,7.8942,-72.5039,750000.0,Colombia,South America
Soledad,10.9167,-74.75,698852.0,Colombia,South America
Villavicencio,4.15,-73.6333,664148.0,Colombia,South America
Pereira,4.8143,-75.6946,590554.0,Colombia,South America
Valledupar,10.4833,-73.25,544134.0,Colombia,South America
Ibague,4.4333,-75.2333,541101.0,Colombia,South America
Soacha,4.5872,-74.2214,522442.0,Colombia,South America
Moroni,-11.699,43.256,111329.0,Comoros,Africa
Brazzaville,-4.2694,15.2714,1827000.0,Congo,Africa
Pointe-Noire,-4.8,11.85,829134.0,Congo,Africa
Tchibota,-4.1794,11.3731,262931.0,Congo,Africa
Dolisie,-4.2,12.6667,103894.0,Congo,Africa
San Jose,9.9325,-84.08,1543000.0,Costa Rica,North America
San Marcos,10.6204,-84.512,163745.0,Costa Rica,North America
Abidjan,5.3167,-4.0333,4980000.0,Cote d'Ivoire,Africa
Yopougon,5.3167,-4.0667,1571065.0,Cote d'Ivoire,Africa
Cocody,5.35,-3.9667,692583.0,Cote d'Ivoire,Africa
Bouake,7.6833,-5.0167,659233.0,Cote d'Ivoire,Africa
Port-Bouet,5.2667,-3.9,618795.0,Cote d'Ivoire,Africa
Daloa,6.8833,-6.45,421871.0,Cote d'Ivoire,Africa
Koumassi,5.3,-3.95,412282.0,Cote d'Ivoire,Africa
San-Pedro,4.75,-6.6333,390654.0,Cote d'Ivoire,Africa
Yamoussoukro,6.8161,-5.2742,355573.0,Cote d'Ivoire,Africa
Attiecoube,5.3333,-4.0333,313135.0,Cote d'Ivoire,Africa
Korhogo,9.4167,-5.6167,286071.0,Cote d'Ivoire,Africa
Gagnoa,6.1333,-5.9333,277044.0,Cote d'Ivoire,Africa
Soubre,5.7833,-6.6,272773.0,Cote d'Ivoire,Africa
Oume,6.3833,-5.4167,260786.0,Cote d'Ivoire,Africa
Man,7.4,-7.55,241969.0,Cote d'Ivoire,Africa
Zagreb,45.8167,15.9833,809268.0,Croatia,Europe
Rijeka,45.3272,14.4411,191293.0,Croatia,Europe
Split,43.51,16.44,178102.0,Croatia,Europe
Havana,23.1367,-82.3589,2141652.0,Cuba,North America
Santiago de Cuba,20.0217,-75.8294,917340.0,Cuba,North America
Holguin,20.8869,-76.2592,350191.0,Cuba,North America
Camaguey,21.3839,-77.9075,321992.0,Cuba,North America
Ciego de Avila,21.8481,-78.7631,278672.0,Cuba,North America
Santa Clara,22.4069,-79.9649,247436.0,Cuba,North America
Bayamo,20.3817,-76.6428,235107.0,Cuba,North America
Guantanamo,20.1367,-75.2139,228436.0,Cuba,North America
Carlos Manuel de Cespedes,21.5767,-78.2775,224488.0,Cuba,North America
Arroyo Naranjo,23.0436,-82.3328,210053.0,Cuba,North America
Las Tunas,20.9597,-76.9544,202105.0,Cuba,North America
Pinar del Rio,22.4122,-83.6719,188614.0,Cuba,North America
Cienfuegos,22.1456,-80.4364,164924.0,Cuba,North America
Manzanillo,20.3397,-77.1086,150999.0,Cuba,North America
Matanzas,23.0511,-81.5753,145246.0,Cuba,North America
Willemstad,12.108,-68.935,150000.0,Curacao,North America
Nicosia,35.1725,33.365,330000.0,Cyprus,Europe
Limassol,34.6747,33.0442,235056.0,Cyprus,Europe
Prague,50.0875,14.4214,1335084.0,Czechia,Europe
Olomouc,49.5939,17.2508,384000.0,Czechia,Europe
Brno,49.1925,16.6083,382405.0,Czechia,Europe
Ostrava,49.8356,18.2925,284982.0,Czechia,Europe
Plzen,49.7475,13.3775,175219.0,Czechia,Europe
Liberec,50.7667,15.0667,104261.0,Czechia,Europe
Kinshasa,-4.325,15.3222,12836000.0,Democratic Republic of Congo,Africa
Mbuji-Mayi,-6.15,23.6,2643000.0,Democratic Republic of Congo,Africa
Kananga,-5.897,22.4488,1971704.0,Democratic Republic of Congo,Africa
Lubumbashi,-11.6647,27.4794,1786397.0,Democratic Republic of Congo,Africa
Mbandaka,0.0478,18.2558,1187837.0,Democratic Republic of Congo,Africa
Bukavu,-2.5,28.8667,1133000.0,Democratic Republic of Congo,Africa
Kisangani,0.5153,25.1911,935977.0,Democratic Republic of Congo,Africa
Bunia,1.5667,30.25,900666.0,Democratic Republic of Congo,Africa
Tshikapa,-6.4167,20.8,732000.0,Democratic Republic of Congo,Africa
Uvira,-3.4,29.15,590000.0,Democratic Republic of Congo,Africa
Kolwezi,-10.7167,25.4667,572942.0,Democratic Republic of Congo,Africa
Likasi,-10.9833,26.7333,495000.0,Democratic Republic of Congo,Africa
Kikwit,-5.0386,18.8181,458000.0,Democratic Republic of Congo,Africa
Matadi,-5.8167,13.4833,337000.0,Democratic Republic of Congo,Africa
Beni,0.5,29.4667,332903.0,Democratic Republic of Congo,Africa
Copenhagen,55.6761,12.5683,1366301.0,Denmark,Europe
Aarhus,56.1572,10.2107,285273.0,Denmark,Europe
Odense,55.3958,10.3886,180863.0,Denmark,Europe
Aalborg,57.05,9.9167,143598.0,Denmark,Europe
Djibouti,11.5883,43.145,603900.0,Djibouti,Africa
Santo Domingo,18.4764,-69.8933,2581827.0,Dominican Republic,North America
Santiago,19.4572,-70.6889,1343423.0,Dominican Republic,North America
Santo Domingo Este,18.4855,-69.8734,948855.0,Dominican Republic,North America
Puerto Plata,19.8,-70.6833,318419.0,Dominican Republic,North America
La Victoria,18.55,-69.9,312345.0,Dominican Republic,North America
Los Alcarrizos,18.5167,-70.0167,272776.0,Dominican Republic,North America
Higuey,18.6167,-68.7,251243.0,Dominican Republic,North America
