city,lat,lng,population,Country,continent
San Cristobal,18.4167,-70.1056,232769.0,Dominican Republic,North America
La Vega,19.22,-70.53,220279.0,Dominican Republic,North America
San Pedro de Macoris,18.45,-69.3,195307.0,Dominican Republic,North America
San Francisco de Macoris,19.3,-70.25,188118.0,Dominican Republic,North America
Moca,19.3833,-70.5167,172294.0,Dominican Republic,North America
Bani,18.29,-70.33,145595.0,Dominican Republic,North America
Boca Chica,18.4539,-69.6064,142019.0,Dominican Republic,North America
La Romana,18.43,-68.97,139671.0,Dominican Republic,North America
Dili,-8.5536,125.5783,222323.0,East Timor,Asia
Guayaquil,-2.19,-79.8875,2723665.0,Ecuador,South America
Quito,-0.22,-78.5125,2011388.0,Ecuador,South America
Cuenca,-2.8974,-79.0045,329928.0,Ecuador,South America
Santo Domingo de los Colorados,-0.2542,-79.1719,270875.0,Ecuador,South America
Machala,-3.2667,-79.9667,231260.0,Ecuador,South America
Eloy Alfaro,-2.1733,-79.8311,230839.0,Ecuador,South America
Manta,-0.95,-80.7162,217553.0,Ecuador,South America
Portoviejo,-1.0561,-80.4553,206682.0,Ecuador,South America
Sucua,-2.46,-78.17,181318.0,Ecuador,South America
Loja,-3.9833,-79.2,170280.0,Ecuador,South America
Ambato,-1.2417,-78.6197,165185.0,Ecuador,South America
Esmeraldas,0.9667,-79.6528,154035.0,Ecuador,South America
Quevedo,-1.0333,-79.45,150827.0,Ecuador,South America
Riobamba,-1.6731,-78.6483,146324.0,Ecuador,South America
Milagro,-2.1347,-79.5872,133508.0,Ecuador,South America
Cairo,30.0444,31.2358,20296000.0,Egypt,Africa
Giza,29.987,31.2118,5598402.0,Egypt,Africa
Alexandria,31.1975,29.8925,4870000.0,Egypt,Africa
Shubra al Khaymah,30.1286,31.2422,1025569.0,Egypt,Africa
Al Mansurah,31.05,31.3833,960423.0,Egypt,Africa
Halwan,29.8453,31.3333,619293.0,Egypt,Africa
Al Mahallah al Kubra,30.9686,31.1636,535278.0,Egypt,Africa
Port Said,31.2625,32.3061,524433.0,Egypt,Africa
Suez,29.9667,32.55,516959.0,Egypt,Africa
Al `Ashir min Ramadan,30.3065,31.7415,511987.0,Egypt,Africa
Tanta,30.7833,31.0,429503.0,Egypt,Africa
Asyut,27.1833,31.1667,389307.0,Egypt,Africa
Biba,28.9218,30.9844,385528.0,Egypt,Africa
Ash Shuhada',30.6039,30.9021,358486.0,Egypt,Africa
Al Fayyum,29.3084,30.8441,315940.0,Egypt,Africa
San Salvador,13.6989,-89.1914,567698.0,El Salvador,North America
Usulutan,13.35,-88.45,378606.0,El Salvador,North America
Santa Ana,13.995,-89.5561,280000.0,El Salvador,North America
San Miguel,13.4814,-88.1775,218410.0,El Salvador,North America
Santa Tecla,13.6731,-89.2406,199103.0,El Salvador,North America
Mejicanos,13.7333,-89.2167,140751.0,El Salvador,North America
Apopa,13.8,-89.1833,131286.0,El Salvador,North America
Delgado,13.7167,-89.1667,120200.0,El Salvador,North America
Ahuachapan,13.9167,-89.85,110511.0,El Salvador,North America
Sonsonate,13.7167,-89.7167,110501.0,El Salvador,North America
Bata,1.865,9.77,250770.0,Equatorial Guinea,Africa
Malabo,3.75,8.7833,187302.0,Equatorial Guinea,Africa
Asmara,15.3228,38.925,963000.0,Eritrea,Africa
Keren,15.7778,38.4581,146500.0,Eritrea,Africa
Gwelej,14.75,36.7167,100000.0,Eritrea,Africa
Tallinn,59.4372,24.7453,438341.0,Estonia,Europe
Manzini,-26.4833,31.3667,110508.0,Eswatini,Africa
Addis Ababa,9.03,38.74,3041002.0,Ethiopia,Africa
Gode,5.9527,43.5516,980782.0,Ethiopia,Africa
Erer Sata,9.5667,41.3833,649000.0,Ethiopia,Africa
Nazret,8.5414,39.2689,324000.0,Ethiopia,Africa
Gonder,12.6075,37.4592,323900.0,Ethiopia,Africa
Mekele,13.4969,39.4769,323700.0,Ethiopia,Africa
Awasa,7.05,38.4667,300100.0,Ethiopia,Africa
Dire Dawa,9.6,41.8667,277000.0,Ethiopia,Africa
Bahir Dar,11.6,37.3833,243300.0,Ethiopia,Africa
Shashemene,7.2,38.6,208368.0,Ethiopia,Africa
Sodo,6.855,37.7808,194977.0,Ethiopia,Africa
Arba Minch',6.0333,37.55,192043.0,Ethiopia,Africa
Dese,11.1333,39.6333,187900.0,Ethiopia,Africa
Hosa'ina,7.55,37.85,179761.0,Ethiopia,Africa
Jima,7.6667,36.8333,177900.0,Ethiopia,Africa
Suva,-18.1416,178.4419,185913.0,Fiji,Oceania
Helsinki,60.1708,24.9375,1268296.0,Finland,Europe
Tampere,61.4981,23.76,334112.0,Finland,Europe
Espoo,60.2056,24.6556,297132.0,Finland,Europe
Turku,60.45,22.2667,252468.0,Finland,Europe
Vantaa,60.2944,25.0403,214605.0,Finland,Europe
Oulu,65.0142,25.4719,208939.0,Finland,Europe
Jyvaskyla,62.2417,25.7417,141441.0,Finland,Europe
Kuopio,62.8925,27.6783,121557.0,Finland,Europe
Lahti,60.9833,25.65,118119.0,Finland,Europe
Paris,48.8567,2.3522,11060000.0,France,Europe
Marseille,43.2964,5.37,870731.0,France,Europe
Lyon,45.76,4.84,522969.0,France,Europe
Toulouse,43.6045,1.444,493465.0,France,Europe
Nice,43.7034,7.2663,342669.0,France,Europe
Nantes,47.2181,-1.5528,318808.0,France,Europe
Montpellier,43.6119,3.8772,295542.0,France,Europe
Strasbourg,48.5833,7.7458,290576.0,France,Europe
Bordeaux,44.84,-0.58,260958.0,France,Europe
Lille,50.6278,3.0583,234475.0,France,Europe
Rennes,48.1147,-1.6794,220488.0,France,Europe
Reims,49.2628,4.0347,182211.0,France,Europe
Toulon,43.1258,5.9306,178745.0,France,Europe
Saint-Etienne,45.4347,4.3903,173821.0,France,Europe
Le Havre,49.49,0.1,169733.0,France,Europe
Papeete,-17.5334,-149.5667,131695.0,French Polynesia,Oceania
Libreville,0.3903,9.4542,797003.0,Gabon,Africa
Port-Gentil,-0.7167,8.7833,136462.0,Gabon,Africa
Franceville,-1.6333,13.5833,110568.0,Gabon,Africa
Banjul,13.4531,-16.5775,413397.0,Gambia,Africa
Serekunda,13.4333,-16.6667,340000.0,Gambia,Africa
Brikama,13.2667,-16.65,195136.0,Gambia,Africa
Tbilisi,41.7225,44.7925,1118035.0,Georgia,Asia
Batumi,41.6458,41.6417,169095.0,Georgia,Asia
Kutaisi,42.25,42.7,147900.0,Georgia,Asia
Rustavi,41.5472,45.0111,128680.0,Georgia,Asia
Berlin,52.52,13.405,4473101.0,Germany,Europe
Stuttgart,48.7775,9.18,2787724.0,Germany,Europe
Munich,48.1375,11.575,2606021.0,Germany,Europe
Hamburg,53.55,10.0,2484800.0,Germany,Europe
Cologne,50.9364,6.9528,1083498.0,Germany,Europe
Frankfurt,50.1106,8.6822,764104.0,Germany,Europe
Dusseldorf,51.2333,6.7833,645923.0,Germany,Europe
Leipzig,51.34,12.375,615081.0,Germany,Europe
Dortmund,51.5167,7.4667,587696.0,Germany,Europe
Essen,51.4508,7.0131,582415.0,Germany,Europe
Bremen,53.0833,8.8,566573.0,Germany,Europe
Dresden,51.05,13.74,561922.0,Germany,Europe
Hannover,52.3667,9.7167,542668.0,Germany,Europe
Nuremberg,49.4539,11.0775,515543.0,Germany,Europe
Duisburg,51.4347,6.7625,495885.0,Germany,Europe
Boankra,6.6944,-1.4028,3348000.0,Ghana,Africa
Accra,5.55,-0.2,2388000.0,Ghana,Africa
Kumasi,6.6667,-1.6167,2069350.0,Ghana,Africa
Tamale,9.4075,-0.8533,1095808.0,Ghana,Africa
Domaa-Ahenkro,7.2833,-2.8833,1000000.0,Ghana,Africa
Sekondi,4.9433,-1.704,286248.0,Ghana,Africa
Sunyani,7.3333,-2.3333,208496.0,Ghana,Africa
Ashaiman,5.7,-0.0333,208060.0,Ghana,Africa
Obuase,6.2,-1.6833,180460.0,Ghana,Africa
Cape Coast,5.1,-1.25,169894.0,Ghana,Africa
Tema,5.6667,-0.0167,161612.0,Ghana,Africa
Medina Estates,5.6833,-0.1667,137162.0,Ghana,Africa
Koforidua,6.0833,-0.25,127334.0,Ghana,Africa
Suhum,6.0333,-0.45,126403.0,Ghana,Africa
Kintampo,8.0522,-1.7347,111000.0,Ghana,Africa
Gibraltar,36.1333,-5.35,187083.0,Gibraltar,Europe
Athens,37.9842,23.7281,3041131.0,Greece,Europe
Thessaloniki,40.6403,22.9347,824676.0,Greece,Europe
Piraeus,37.943,23.6469,448997.0,Greece,Europe
Irakleio,35.3403,25.1344,211370.0,Greece,Europe
Patra,38.25,21.7333,167446.0,Greece,Europe
Larisa,39.6417,22.4167,144651.0,Greece,Europe
Volos,39.3667,22.9333,144449.0,Greece,Europe
Peristeri,38.0167,23.6833,139981.0,Greece,Europe
Ioannina,39.6636,20.8522,113094.0,Greece,Europe
Acharnes,38.0833,23.7333,108130.0,Greece,Europe
Kallithea,37.95,23.7,100641.0,Greece,Europe
Pointe-a-Pitre,16.2411,-61.5331,250952.0,Guadeloupe,North America
Maina,13.4692,144.7332,122411.0,Guam,Oceania
Guatemala City,14.6099,-90.5252,2934841.0,Guatemala,North America
Villa Nueva,14.5314,-90.5964,618397.0,Guatemala,North America
Mixco,14.6338,-90.6146,517505.0,Guatemala,North America
Coatepeque,14.7,-91.8667,300000.0,Guatemala,North America
San Juan Sacatepequez,14.7189,-90.6442,284798.0,Guatemala,North America
San Pedro Carcha,15.4768,-90.312,255006.0,Guatemala,North America
Coban,15.4833,-90.3667,228664.0,Guatemala,North America
Quetzaltenango,14.8333,-91.5167,225000.0,Guatemala,North America
Jalapa,14.6379,-89.9904,192676.0,Guatemala,North America
Escuintla,14.2978,-90.7869,170280.0,Guatemala,North America
Villa Canales,14.4816,-90.534,167779.0,Guatemala,North America
Jutiapa,14.2917,-89.8958,167049.0,Guatemala,North America
Amatitlan,14.4741,-90.6247,152296.0,Guatemala,North America
Chichicastenango,14.9442,-91.1105,150932.0,Guatemala,North America
Flores,16.9333,-89.8833,144932.0,Guatemala,North America
Conakry,9.5092,-13.7122,1667864.0,Guinea,Africa
Mamou,10.3833,-12.0833,376269.0,Guinea,Africa
Gueckedou,8.5667,-10.1333,221715.0,Guinea,Africa
Kankan,10.3833,-9.3,198013.0,Guinea,Africa
N'Zerekore,7.75,-8.8167,195027.0,Guinea,Africa
Siguiri,11.4189,-9.1644,183875.0,Guinea,Africa
Kindia,10.0497,-12.8542,181126.0,Guinea,Africa
Boke,10.94,-14.3,116270.0,Guinea,Africa
Labe,11.3167,-12.2833,107695.0,Guinea,Africa
Bissau,11.85,-15.5667,492004.0,Guinea-Bissau,Africa
Georgetown,6.8058,-58.1508,200500.0,Guyana,South America
Port-au-Prince,18.5333,-72.3333,987310.0,Haiti,North America
Carrefour,18.5344,-72.4094,511345.0,Haiti,North America
Petion-Ville,18.5128,-72.2864,359615.0,Haiti,North America
Gonaives,19.4456,-72.6883,324043.0,Haiti,North America
Croix-des-Bouquets,18.5761,-72.2269,284812.0,Haiti,North America
Delmas,18.55,-72.3,284079.0,Haiti,North America
Cap-Haitien,19.76,-72.2,190289.0,Haiti,North America
Les Cayes,18.2,-73.75,175457.0,Haiti,North America
Petite Riviere de l'Artibonite,19.1333,-72.4833,170740.0,Haiti,North America
Saint-Marc,19.1167,-72.7,160181.0,Haiti,North America
Jean-Rabel,19.85,-73.2,148416.0,Haiti,North America
Jacmel,18.2353,-72.5367,137966.0,Haiti,North America
Tabarre,18.5833,-72.2667,130283.0,Haiti,North America
Dessalines,19.2833,-72.5,127529.0,Haiti,North America
Port-de-Paix,19.95,-72.8333,121220.0,Haiti,North America
Tegucigalpa,14.1,-87.2167,1682725.0,Honduras,North America
Comayaguela,14.0981,-87.2097,1250000.0,Honduras,North America
San Pedro Sula,15.5,-88.0333,760182.0,Honduras,North America
Choloma,15.6136,-87.9511,227535.0,Honduras,North America
La Ceiba,15.7792,-86.7931,205775.0,Honduras,North America
El Progreso,15.4,-87.8,188366.0,Honduras,North America
Villanueva,15.3167,-88.0167,153733.0,Honduras,North America
Ciudad Choluteca,13.3011,-87.1842,152519.0,Honduras,North America
Comayagua,14.4522,-87.6383,144785.0,Honduras,North America
Juticalpa,14.6664,-86.2186,124828.0,Honduras,North America
Puerto Cortes,15.8833,-87.95,122426.0,Honduras,North America
Catacamas,14.8486,-85.8942,117493.0,Honduras,North America
Olanchito,15.4833,-86.5833,104609.0,Honduras,North America
Hong Kong,22.3,114.2,7450000.0,Hong Kong,Asia
Kowloon,22.3167,114.1833,2108419.0,Hong Kong,Asia
Sha Tin,22.3802,114.1898,640000.0,Hong Kong,Asia
Kowloon City,22.3282,114.1916,418732.0,Hong Kong,Asia
Sham Shui Po,22.3307,114.1622,405869.0,Hong Kong,Asia
Tin Shui Wai,22.4608,114.0012,286232.0,Hong Kong,Asia
Central District,22.2867,114.155,235953.0,Hong Kong,Asia
Tsing Yi Town,22.3456,114.1,191500.0,Hong Kong,Asia
Lam Tin,22.3094,114.2361,131000.0,Hong Kong,Asia
Budapest,47.4925,19.0514,2997958.0,Hungary,Europe
Debrecen,47.53,21.6392,328642.0,Hungary,Europe
Szekesfehervar,47.1956,18.4089,272474.0,Hungary,Europe
Gyor,47.6842,17.6344,246159.0,Hungary,Europe
Szeged,46.255,20.145,239025.0,Hungary,Europe
Nyiregyhaza,47.9531,21.7271,238020.0,Hungary,Europe
Kecskemet,46.9061,19.6897,187835.0,Hungary,Europe
Miskolc,48.0833,20.6667,150695.0,Hungary,Europe
Szombathely,47.2351,16.6219,147920.0,Hungary,Europe
Pecs,46.0708,18.2331,140237.0,Hungary,Europe
Veszprem,47.093,17.9138,133880.0,Hungary,Europe
Kaposvar,46.3638,17.7823,112253.0,Hungary,Europe
Reykjavik,64.1467,-21.94,135688.0,Iceland,Europe
Delhi,28.61,77.23,32226000.0,India,Asia
Mumbai,19.0761,72.8775,24973000.0,India,Asia
Kolkata,22.5675,88.37,18502000.0,India,Asia
Bangalore,12.9789,77.5917,15386000.0,India,Asia
Chennai,13.0825,80.275,12395000.0,India,Asia
Hyderabad,17.385,78.4867,10494000.0,India,Asia
Pune,18.5203,73.8567,8231000.0,India,Asia
Ahmedabad,23.03,72.58,8009000.0,India,Asia
Surat,21.1702,72.8311,6538000.0,India,Asia
Prayagraj,25.4358,81.8464,5954391.0,India,Asia
Lucknow,26.85,80.95,3382000.0,India,Asia
Jaipur,26.9,75.8,3073350.0,India,Asia
Cawnpore,26.4499,80.3319,2701324.0,India,Asia
Mirzapur,25.146,82.569,2496970.0,India,Asia
Nagpur,21.1497,79.0806,2405665.0,India,Asia
Jakarta,-6.175,106.8275,33756000.0,Indonesia,Asia
Surabaya,-7.2458,112.7378,6499000.0,Indonesia,Asia
Medan,3.5894,98.6739,3632000.0,Indonesia,Asia
Malang,-7.98,112.62,2795209.0,Indonesia,Asia
Bekasi,-6.2349,106.9923,2381053.0,Indonesia,Asia
Depok,-6.394,106.8225,2330333.0,Indonesia,Asia
Tangerang,-6.1783,106.6319,2237006.0,Indonesia,Asia
Denpasar,-8.65,115.2167,1779122.0,Indonesia,Asia
Sangereng,-6.2889,106.7181,1644899.0,Indonesia,Asia
Semarang,-6.9667,110.4167,1621384.0,Indonesia,Asia
Palembang,-2.9861,104.7556,1535952.0,Indonesia,Asia
Makassar,-5.1619,119.4362,1338663.0,Indonesia,Asia
Jepara,-6.5333,110.6667,1257912.0,Indonesia,Asia
Sumedang,-6.84,107.9208,1240000.0,Indonesia,Asia
Bagam,1.0833,104.0333,1230097.0,Indonesia,Asia
Tehran,35.6892,51.3889,14148000.0,Iran,Asia
Kashan,33.9833,51.4333,5000000.0,Iran,Asia
Mashhad,36.3,59.6,3372090.0,Iran,Asia
Esfahan,32.6447,51.6675,2219343.0,Iran,Asia
Karaj,35.8272,50.9489,1973470.0,Iran,Asia
Shiraz,29.61,52.5425,1565572.0,Iran,Asia
Tabriz,38.0814,46.3006,1558693.0,Iran,Asia
Ahvaz,31.3203,48.6692,1261042.0,Iran,Asia
Qom,34.64,50.8764,1201158.0,Iran,Asia
Kermanshah,34.3142,47.065,952285.0,Iran,Asia
Kerman,30.2833,57.0833,738374.0,Iran,Asia
Orumiyeh,37.5486,45.0675,736224.0,Iran,Asia
Rasht,37.2808,49.5831,679995.0,Iran,Asia
Bahar,34.9072,48.4414,673405.0,Iran,Asia
Zahedan,29.4964,60.8628,587730.0,Iran,Asia
Baghdad,33.3153,44.3661,6183000.0,Iraq,Asia
Mosul,36.34,43.13,1694000.0,Iraq,Asia
Al Basrah,30.515,47.81,1326564.0,Iraq,Asia
Kirkuk,35.4667,44.3167,975000.0,Iraq,Asia
As Sulaymaniyah,35.5572,45.4356,878146.0,Iraq,Asia
Ar Ramadi,33.4258,43.2992,874543.0,Iraq,Asia
Erbil,36.1912,44.0092,846000.0,Iraq,Asia
An Najaf,32.0,44.33,724700.0,Iraq,Asia
Karbala',32.6167,44.0333,690100.0,Iraq,Asia
An Nasiriyah,31.0439,46.2575,541600.0,Iraq,Asia
Al Hillah,32.4833,44.4333,541034.0,Iraq,Asia
Al `Amarah,31.8333,47.15,511500.0,Iraq,Asia
Ba`qubah,33.75,44.6333,467900.0,Iraq,Asia
Ad Diwaniyah,31.9892,44.9247,391600.0,Iraq,Asia
Az Zubayr,30.3833,47.7,370000.0,Iraq,Asia
Dublin,53.35,-6.2603,1173179.0,Ireland,Europe
Finglas,53.4597,-6.2181,296214.0,Ireland,Europe
Cork,51.8972,-8.47,222333.0,Ireland,Europe
Tel Aviv-Yafo,32.08,34.78,1388400.0,Israel,Asia
Jerusalem,31.7784,35.2066,919438.0,Israel,Asia
Haifa,32.8192,34.9992,600000.0,Israel,Asia
Rishon LeZiyyon,31.95,34.8,249860.0,Israel,Asia
Petah Tiqwa,32.0889,34.8864,236169.0,Israel,Asia
Ashdod,31.8,34.65,220174.0,Israel,Asia
Netanya,32.3286,34.8567,217244.0,Israel,Asia
Beersheba,31.2589,34.7997,209000.0,Israel,Asia
Holon,32.0167,34.7667,194300.0,Israel,Asia
Bene Beraq,32.0833,34.8333,193774.0,Israel,Asia
Ramat Gan,32.07,34.8236,159200.0,Israel,Asia
Ashqelon,31.6667,34.5667,134454.0,Israel,Asia
Rehovot,31.8981,34.8081,132671.0,Israel,Asia
Bat Yam,32.0167,34.75,128800.0,Israel,Asia
Bet Shemesh,31.7456,34.9867,118700.0,Israel,Asia
Rome,41.8931,12.4828,2872800.0,Italy,Europe
Milan,45.4669,9.19,1366180.0,Italy,Europe
Naples,40.8333,14.25,966144.0,Italy,Europe
Turin,45.0792,7.6761,870952.0,Italy,Europe
Palermo,38.1157,13.3613,668405.0,Italy,Europe
Genoa,44.4111,8.9328,580097.0,Italy,Europe
Bologna,44.4939,11.3428,392564.0,Italy,Europe
Florence,43.7714,11.2542,380948.0,Italy,Europe
Bari,41.1253,16.8667,323370.0,Italy,Europe
Catania,37.5,15.0903,311584.0,Italy,Europe
Venice,45.4397,12.3319,261321.0,Italy,Europe
Verona,45.4386,10.9928,257275.0,Italy,Europe
Messina,38.1936,15.5542,234293.0,Italy,Europe
Padova,45.4064,11.8778,210440.0,Italy,Europe
Trieste,45.6503,13.7703,204338.0,Italy,Europe
Kingston,17.9714,-76.7931,580000.0,Jamaica,North America
Portmore,17.95,-76.8799,170000.0,Jamaica,North America
May Pen,17.965,-77.245,135142.0,Jamaica,North America
Spanish Town,17.9959,-76.9551,131056.0,Jamaica,North America
Montego Bay,18.4667,-77.9167,110115.0,Jamaica,North America
Tokyo,35.6897,139.6922,37732000.0,Japan,Asia
Osaka,34.6939,135.5022,15126000.0,Japan,Asia
Nagoya,35.1833,136.9,9197000.0,Japan,Asia
Yokohama,35.4442,139.6381,3757630.0,Japan,Asia
Fukuoka,33.5833,130.4,2286000.0,Japan,Asia
Sapporo,43.0667,141.35,1961690.0,Japan,Asia
Kawasaki,35.5167,139.7,1539522.0,Japan,Asia
Kobe,34.69,135.1956,1521707.0,Japan,Asia
Kyoto,35.0117,135.7683,1464890.0,Japan,Asia
Saitama,35.8614,139.6456,1325843.0,Japan,Asia
Hiroshima,34.3914,132.4519,1198021.0,Japan,Asia
Sendai,38.2682,140.8694,1061177.0,Japan,Asia
Chiba,35.6073,140.1064,981738.0,Japan,Asia
Setagaya,35.6466,139.6532,940509.0,Japan,Asia
Kitakyushu,33.8833,130.8833,935084.0,Japan,Asia
Amman,31.9497,35.9328,4007526.0,Jordan,Asia
Al Mafraq,32.3399,36.2052,580000.0,Jordan,Asia
Irbid,32.55,35.85,569068.0,Jordan,Asia
Az Zarqa',32.0833,36.1,481300.0,Jordan,Asia
Ar Rusayfah,32.0178,36.0464,280000.0,Jordan,Asia
Sahab,31.8667,36.0,169434.0,Jordan,Asia
Ar Ramtha,32.5589,36.0147,155693.0,Jordan,Asia
`Ajlun,32.3325,35.7517,148870.0,Jordan,Asia
Al `Aqabah,29.5319,35.0056,148398.0,Jordan,Asia
Almaty,43.2775,76.8958,1916822.0,Kazakhstan,Asia
Nur-Sultan,51.1472,71.4222,1078362.0,Kazakhstan,Asia
Shymkent,42.3167,69.5958,1028673.0,Kazakhstan,Asia
Qaraghandy,49.8028,73.1056,497777.0,Kazakhstan,Asia
Aqtobe,50.2836,57.2297,387807.0,Kazakhstan,Asia
Taraz,42.9,71.3667,357795.0,Kazakhstan,Asia
Pavlodar,52.3,76.95,353930.0,Kazakhstan,Asia
Semey,50.4333,80.2667,350201.0,Kazakhstan,Asia
Oskemen,49.9833,82.6167,346127.0,Kazakhstan,Asia
Atyrau,47.1167,51.8833,290700.0,Kazakhstan,Asia
Qyzylorda,44.85,65.5167,242462.0,Kazakhstan,Asia
Oral,51.2225,51.3725,234184.0,Kazakhstan,Asia
Qostanay,53.2,63.62,217135.0,Kazakhstan,Asia
Petropavl,54.8833,69.1667,216406.0,Kazakhstan,Asia
Temirtau,50.05,72.95,185082.0,Kazakhstan,Asia
Nairobi,-1.2864,36.8172,5545000.0,Kenya,Africa
Meru,0.05,37.65,1833000.0,Kenya,Africa
Mombasa,-4.05,39.6667,1208333.0,Kenya,Africa
Kisumu,-0.0833,34.7667,409928.0,Kenya,Africa
Kikuyu,-1.25,36.6667,323881.0,Kenya,Africa
Nakuru,-0.3,36.0667,307990.0,Kenya,Africa
Eldoret,0.5167,35.2833,193830.0,Kenya,Africa
Habaswein,1.01,39.49,174134.0,Kenya,Africa
Ongata Rongai,-1.4,36.77,172570.0,Kenya,Africa
Molo,-0.25,35.7333,156732.0,Kenya,Africa
Kitenkela,-1.5167,36.85,154436.0,Kenya,Africa
Kiambu,-1.1667,36.8167,147870.0,Kenya,Africa
Ramu,3.9375,41.2203,143850.0,Kenya,Africa
Kilifi,-3.6333,39.85,122899.0,Kenya,Africa
Malindi,-3.2236,40.13,119859.0,Kenya,Africa
Kuwait City,29.3697,47.9783,3000000.0,Kuwait,Asia
Al Jahra',29.35,47.6833,393432.0,Kuwait,Asia
Abu Hulayfah,29.1322,48.1261,164212.0,Kuwait,Asia
Bishkek,42.8747,74.6122,1074075.0,Kyrgyzstan,Asia
Osh,40.5333,72.7833,322164.0,Kyrgyzstan,Asia
Vientiane,17.9667,102.6,948487.0,Laos,Asia
Xiangkhoang,19.4167,103.5,267172.0,Laos,Asia
Savannakhet,16.55,104.75,124000.0,Laos,Asia
Pakxe,15.1167,105.7833,119848.0,Laos,Asia
Riga,56.9489,24.1064,920643.0,Latvia,Europe
Tripoli,34.4367,35.8344,530000.0,Lebanon,Asia
Beirut,33.8869,35.5131,361366.0,Lebanon,Asia
Sidon,33.5606,35.3758,200000.0,Lebanon,Asia
Tyre,33.2708,35.1961,160000.0,Lebanon,Asia
Borj Hammoud,33.8936,35.5403,150000.0,Lebanon,Asia
